chr1	15852600	15853400	spMHB1	0.28675	0.555097	0.320345	0.34924	0.382565	0.555289	1.83005	1.50941	1.41224	1.77463
chr1	28306000	28308200	spMHB2	0.180758	0.289178	0.175007	0.699471	0.108838	0.413826	0.298234	0.451796	0.375271	0.366212
chr1	28964400	28965200	spMHB3	0.355135	0.396557	0.176735	0.620078	0.449875	0.500548	0.432237	0.685416	0.885922	0.665603
chr1	30630800	30633300	spMHB4	0.040588	0.149476	0.0982323	0.784186	0.114557	0.411299	0.224244	0.399972	0.159696	0.392819
chr1	39576000	39576800	spMHB5	0.206951	0.115821	0.40655	0.54183	0.673636	0.671339	1.09887	1.23888	1.54265	1.91749
chr1	43911500	43912200	spMHB6	0.179018	0.242877	0.344169	0.586775	0.0515331	0.446767	0.541497	0.663387	0.743312	0.919876
chr1	47127400	47128000	spMHB7	0.120635	0.551696	0.250956	0.497601	0.452054	0.556262	1.15997	1.32215	1.24167	1.15913
chr1	49360200	49361200	spMHB8	0.162771	0.280184	0.43546	0.875683	0.254188	0.646144	0.183635	0.702397	0.548391	0.493811
chr1	65616200	65617500	spMHB9	0.00624443	0.303278	0.130303	0.765267	0.145581	0.310635	0.258026	0.464955	0.294784	0.554814
chr1	78951200	78952200	spMHB10	0.219846	0.306025	0.646566	0.339979	0.216127	0.519321	0.47986	0.542353	0.570798	0.827729
chr1	84682600	84685200	spMHB11	0.157502	0.38652	0.241264	0.63437	0.187606	0.454409	0.382762	0.365045	0.309057	0.447502
chr1	90468800	90469600	spMHB12	0.173235	0.25502	0.410125	0.702321	0.420861	0.383038	1.24349	1.73104	0.979288	1.46445
chr1	92948600	92950000	spMHB13	0.122306	0.080755	0.241025	0.657945	0.207479	0.235145	0.834709	0.892216	0.911114	1.44746
chr1	94384000	94386000	spMHB14	0.44527	0.256974	0.472954	0.806515	0.495569	0.638203	0.65515	1.1828	1.31989	1.17497
chr1	101531600	101532400	spMHB15	0.233903	0.290298	0.381893	0.654099	0.222584	0.60565	0.658062	0.751817	0.547245	0.62563
chr1	123166300	123167100	spMHB16	0.0726129	0.16385	0.135327	0.366102	0.270421	0.337348	0.799284	1.06056	0.64814	0.873993
chr1	123933800	123934600	spMHB17	0.350906	0.207417	0.405045	0.655727	0.187556	0.752207	0.435956	0.694755	0.69919	0.739507
chr1	124849600	124850400	spMHB18	0.429227	0.19339	1.10333	0.588127	0.596392	0.556311	0.855254	0.440357	0.680366	0.777002
chr1	128524600	128526400	spMHB19	0.22506	0.264937	0.199676	0.625075	0.260356	0.404383	0.341504	0.489323	0.31383	0.517071
chr1	140128200	140128800	spMHB20	0.179682	0.37148	0.625135	0.626783	0.624756	0.685499	1.08469	0.889885	0.739499	1.17008
chr1	146071600	146072400	spMHB21	0.351434	0.0565283	0.803503	0.413141	0.696642	0.715714	0.769518	1.27896	1.11602	1.67052
chr1	165606200	165608600	spMHB22	0.220233	0.299932	0.267206	0.598975	0.209034	0.544681	0.351246	0.337442	0.354941	0.395655
chr1	169935400	169937000	spMHB23	0.239875	0.191266	0.323734	0.446348	0.320937	0.490549	0.492818	1.10973	0.765601	0.848584
chr1	180433600	180434400	spMHB24	0.106753	0.428648	0.263505	0.501595	0.385047	0.403475	0.560354	0.50472	0.885019	0.7722
chr1	183643600	183646000	spMHB25	0.10619	0.177522	0.175166	0.703307	0.177143	0.47909	0.332535	0.245624	0.318397	0.488409
chr1	184803000	184804600	spMHB26	0.0840292	0.156413	0.0939193	0.583024	0.249247	0.362456	0.483596	0.798179	0.560045	1.1865
chr1	195906600	195907400	spMHB27	0.283474	0.467752	0.502354	0.466241	0.267284	0.707539	0.507296	0.489945	0.325425	0.621911
chr10	4382800	4383600	spMHB28	0.123558	0.494103	0.188217	0.487986	0.285583	0.729291	0.386779	0.664868	0.500563	1.00491
chr10	11407800	11409200	spMHB29	0.250829	0.0954495	0.301471	0.594213	0.472393	0.471291	0.543254	0.693082	0.734279	0.798229
chr10	48403000	48403600	spMHB30	0.276214	0.368647	0.729031	0.435278	0.356555	0.846654	0.677474	0.797047	0.628665	0.796784
chr10	49904100	49904800	spMHB31	0.551545	0.637553	0.535184	0.638167	0.37657	0.818959	0.510439	0.747814	0.434044	1.0378
chr10	52170700	52171400	spMHB32	0.230355	0.0862194	1.59437	0.877374	0.804975	0.946582	1.53039	1.2375	1.889	1.45303
chr10	55863800	55864400	spMHB33	0.222242	0.408034	0.477572	0.603512	0.51148	0.43014	0.931337	0.845506	0.441331	0.624288
chr10	55995600	55996400	spMHB34	0.193738	0.374881	0.869756	0.41802	0.5364	0.622291	0.65968	0.790709	0.470144	0.827822
chr10	65770200	65773200	spMHB35	0.255725	0.226684	0.418746	0.794545	0.149522	0.481795	0.359463	0.46197	0.233674	0.356807
chr10	67134600	67137600	spMHB36	0.107415	0.111698	0.561039	0.361516	0.428248	0.41815	0.391644	0.450513	0.475182	0.547358
chr10	72153600	72154400	spMHB37	0.373419	0.399108	0.407116	0.670668	0.249117	0.390045	0.499206	0.937607	0.584742	0.815892
chr10	73706200	73706800	spMHB38	0.259586	0.432402	0.319466	0.81336	0.272903	0.534658	0.652669	0.522835	0.520841	0.743691
chr10	77962200	77962800	spMHB39	0.380782	0.112775	0.445699	0.711197	0.664313	0.631196	1.08426	1.42133	1.20211	1.55535
chr10	81421000	81424800	spMHB40	0.0789363	0.287949	0.163769	0.543503	0.199381	0.418564	0.289372	0.227029	0.297629	0.352211
chr10	86869800	86872000	spMHB41	0.16965	0.119086	0.355492	0.363184	0.245671	0.49796	0.280412	0.326867	0.394217	0.35117
chr10	91048000	91050200	spMHB42	0.0832114	0.208035	0.127782	0.765684	0.186118	0.420302	0.304942	0.439879	0.197956	0.429482
chr10	107531400	107534400	spMHB43	0.152398	0.429171	0.344262	0.820973	0.189325	0.494446	0.45924	0.412697	0.428439	0.406965
chr10	113010800	113013800	spMHB44	0.218888	0.437333	0.312843	0.813833	0.232822	0.532166	0.267839	0.410931	0.309091	0.446546
chr10	121716800	121719600	spMHB45	0.13985	0.319565	0.20435	0.531073	0.353268	0.340914	0.459043	0.426504	0.501379	0.442807
chr10	125151800	125152600	spMHB46	0.408616	0.652855	0.862416	1.05156	0.718469	0.754835	0.9494	0.897189	0.813036	1.32811
chr10	127266400	127267200	spMHB47	0.170804	0.226118	0.238659	0.512097	0.500717	0.381433	0.906371	0.80922	1.28649	1.01096
chr11	3915900	3917600	spMHB48	0.0782405	0.206317	0.179536	0.348394	0.7593	0.756045	0.850314	1.20101	1.33143	2.15554
chr11	7741400	7746000	spMHB49	0.134537	0.21429	0.301311	0.754466	0.25612	0.461332	0.331548	0.40507	0.41335	0.495902
chr11	10757200	10757800	spMHB50	0.461674	0.227533	0.494135	0.513378	0.295211	0.765686	0.777552	0.789576	0.367038	0.949653
chr11	11242700	11243400	spMHB51	0.46868	0.365288	0.284154	1.05927	0.318165	0.846485	0.696238	1.17655	0.672062	1.2386
chr11	12821400	12823000	spMHB52	0.0793255	0.139941	0.0564649	0.38755	0.212129	0.283337	0.256962	0.356294	0.148405	0.365648
chr11	14470400	14471600	spMHB53	0.273468	0.406334	0.27442	0.536948	0.205113	0.605407	0.312961	0.339537	0.200786	0.6341
chr11	14745200	14746000	spMHB54	0.19691	0.170014	0.295312	0.497306	0.204938	0.39749	0.261735	0.321988	0.155257	0.597587
chr11	40447300	40448200	spMHB55	0.34715	0.445626	0.543572	0.236672	0.67686	0.380184	1.15278	1.05367	1.40042	1.62758
chr11	47607800	47608600	spMHB56	0.350273	0.33174	0.135514	0.792257	0.221408	0.616744	0.656604	0.86679	0.725243	1.03001
chr11	66519800	66520400	spMHB57	0.264519	0.315375	0.447457	0.550655	0.651417	0.670706	0.64167	0.785048	0.761586	1.07381
chr11	94606600	94607600	spMHB58	0.101468	0.0720852	0.120458	0.503163	0.874029	1.25596	0.848038	1.20305	1.21978	1.85787
chr11	102573000	102574400	spMHB59	0.0969387	0.282223	0.388374	0.401919	0.382769	0.426747	0.728684	0.964999	0.907157	1.36237
chr12	12338000	12340200	spMHB60	0.153854	0.206489	0.307307	0.57226	0.231413	0.485274	0.495295	0.374665	0.337267	0.340184
chr12	15430400	15431000	spMHB61	0.588931	0.578615	0.462012	0.459932	0.706488	0.465174	1.17075	1.22637	1.24588	1.97347
chr12	23324800	23327400	spMHB62	0.171031	0.265025	0.505988	0.521678	0.48991	0.545587	0.642083	0.675436	0.867446	0.811148
chr12	24704400	24707800	spMHB63	0.186621	0.203116	0.524707	0.67138	0.324478	0.522522	0.676217	0.686734	0.727085	0.78106
chr12	45029800	45030600	spMHB64	0.591467	0.295186	1.41277	0.871542	0.666841	0.518503	0.743795	0.395183	0.728856	0.796989
chr12	55700000	55700600	spMHB65	0.0329784	0.0138843	0.330258	0.524818	0.476104	0.75751	1.20763	0.977064	1.4019	2.19906
chr12	78511600	78512200	spMHB66	0.326526	1.10594	1.09869	0.44218	0.96214	0.7616	1.87109	1.09209	1.87856	2.27673
chr12	88491000	88495000	spMHB67	0.237748	0.173413	0.181027	0.426334	0.242268	0.325291	0.387168	0.482779	0.48222	0.596782
chr12	110764400	110769100	spMHB68	0.0610769	0.152071	0.0707046	0.758405	0.0341504	0.931331	0.0729653	1.56662	0.0989145	1.58807
chr12	111578800	111579600	spMHB69	0.0950195	0.398257	0.557313	0.241997	0.583845	0.510912	0.900871	0.73059	0.537005	0.848274
chr13	3158400	3162000	spMHB70	0.132234	0.187534	0.170524	0.40691	0.279352	0.286954	0.467177	0.479927	0.585227	0.652384
chr13	4353800	4355000	spMHB71	0.117323	0.321327	0.0501904	0.589805	0.592514	0.88451	1.16924	0.820597	1.06768	1.45123
chr13	5146200	5147200	spMHB72	0.0846426	0.459548	0.0903439	0.6157	0.296013	0.421576	0.644731	0.697508	0.544655	0.79575
chr13	17239500	17240100	spMHB73	0.550177	0.72001	0.814106	0.831899	0.293294	0.669344	1.18822	0.765348	0.959361	1.02464
chr13	19055600	19056400	spMHB74	0.13899	0.382956	0.340108	0.522599	0.53823	0.744326	0.583002	0.669961	0.691511	0.786454
chr13	21742200	21745000	spMHB75	0.0553546	0.174628	0.139817	0.719185	0.145526	0.330613	0.337211	0.468281	0.373894	0.496591
chr13	25317600	25318400	spMHB76	0.126624	0.0867064	0.0685094	0.840182	0.20324	0.659077	0.563589	0.564501	0.27558	0.699071
chr13	27255800	27256400	spMHB77	0.401075	0.44827	0.344563	0.746894	0.533089	0.801305	0.623335	0.749724	0.8419	0.777157
chr13	28305800	28307800	spMHB78	0.149538	0.421975	0.213739	0.512926	0.129132	0.390863	0.217671	0.364512	0.39557	0.453653
chr13	40926900	40927600	spMHB79	0.211873	0.297524	0.716734	1.01549	0.702353	0.592075	0.806791	1.11056	1.27597	1.37441
